Pointid,Grid_code,Longitude,Latitude,Elevation
317,36,119.39072696904836,26.095206966411105,670
318,36,119.39090345179886,26.095206966411105,678
319,36,119.39055048629785,26.09531341275375,670
320,36,119.39072696904836,26.09531341275375,668
321,36,119.39090345179886,26.09531341275375,673
322,36,119.39055048629785,26.095419859096392,670
323,36,119.39072696904836,26.095419859096392,668
324,36,119.39090345179886,26.095419859096392,673
325,37,119.39107993454937,26.095206966411105,678
326,37,119.39125641729987,26.095206966411105,684
327,37,119.39143290005038,26.095206966411105,687
328,37,119.39107993454937,26.09531341275375,673
329,37,119.39125641729987,26.09531341275375,684
330,37,119.39143290005038,26.09531341275375,689
331,37,119.39107993454937,26.095419859096392,673
332,37,119.39125641729987,26.095419859096392,684
333,37,119.39143290005038,26.095419859096392,689
334,38,119.3916093828009,26.095206966411105,687
335,38,119.3917858655514,26.095206966411105,689
336,38,119.3919623483019,26.095206966411105,693
337,38,119.3916093828009,26.09531341275375,689
338,38,119.3917858655514,26.09531341275375,692
339,38,119.3919623483019,26.09531341275375,696
340,38,119.3916093828009,26.095419859096392,689
341,38,119.3917858655514,26.095419859096392,692
342,38,119.3919623483019,26.095419859096392,696
343,39,119.3921388310524,26.095206966411105,693
344,39,119.39231531380291,26.095206966411105,697
345,39,119.39249179655341,26.095206966411105,697
346,39,119.3921388310524,26.09531341275375,696
347,39,119.39231531380291,26.09531341275375,700
348,39,119.39249179655341,26.09531341275375,700
349,39,119.3921388310524,26.095419859096392,696
350,39,119.39231531380291,26.095419859096392,700
351,39,119.39249179655341,26.095419859096392,700
352,40,119.39266827930392,26.095206966411105,701
353,40,119.39284476205442,26.095206966411105,706
354,40,119.39302124480493,26.095206966411105,706
355,40,119.39266827930392,26.09531341275375,703
356,40,119.39284476205442,26.09531341275375,704
357,40,119.39302124480493,26.09531341275375,704
358,40,119.39266827930392,26.095419859096392,703
359,40,119.39284476205442,26.095419859096392,704
360,40,119.39302124480493,26.095419859096392,704
361,41,119.39319772755543,26.095206966411105,713
362,41,119.39337421030594,26.095206966411105,721
363,41,119.39355069305644,26.095206966411105,721
364,41,119.39319772755543,26.09531341275375,710
365,41,119.39337421030594,26.09531341275375,718
366,41,119.39355069305644,26.09531341275375,718
367,41,119.39319772755543,26.095419859096392,710
368,41,119.39337421030594,26.095419859096392,718
369,41,119.39355069305644,26.095419859096392,718
370,42,119.39372717580696,26.095206966411105,731
371,42,119.39390365855746,26.095206966411105,739
372,42,119.39408014130797,26.095206966411105,739
373,42,119.39372717580696,26.09531341275375,728
374,42,119.39390365855746,26.09531341275375,739
375,42,119.39408014130797,26.09531341275375,739
376,42,119.39372717580696,26.095419859096392,728
377,42,119.39390365855746,26.095419859096392,739
378,42,119.39408014130797,26.095419859096392,739
379,43,119.39055048629785,26.095526305439037,670
380,43,119.39072696904836,26.095526305439037,668
381,43,119.39090345179886,26.095526305439037,673
382,43,119.39055048629785,26.095632751781682,677
383,43,119.39072696904836,26.095632751781682,673
384,43,119.39090345179886,26.095632751781682,674
385,43,119.39055048629785,26.095739198124324,677
386,43,119.39072696904836,26.095739198124324,673
387,43,119.39090345179886,26.095739198124324,674
388,44,119.39107993454937,26.095526305439037,673
389,44,119.39125641729987,26.095526305439037,684
390,44,119.39143290005038,26.095526305439037,689
391,44,119.39107993454937,26.095632751781682,674
392,44,119.39125641729987,26.095632751781682,685
393,44,119.39143290005038,26.095632751781682,693
394,44,119.39107993454937,26.095739198124324,674
395,44,119.39125641729987,26.095739198124324,685
396,44,119.39143290005038,26.095739198124324,693
397,45,119.3916093828009,26.095526305439037,689
398,45,119.3917858655514,26.095526305439037,692
399,45,119.3919623483019,26.095526305439037,696
400,45,119.3916093828009,26.095632751781682,693
401,45,119.3917858655514,26.095632751781682,698
402,45,119.3919623483019,26.095632751781682,702
403,45,119.3916093828009,26.095739198124324,693
404,45,119.3917858655514,26.095739198124324,698
405,45,119.3919623483019,26.095739198124324,702
406,46,119.3921388310524,26.095526305439037,696
407,46,119.39231531380291,26.095526305439037,700
